group,user,kc,competency
7a01ab37bd2729626dcaf96166390315,9b5657ee770823fe25d1c7aeb56e6bf5,CO.5,0.7698831606858811
7a01ab37bd2729626dcaf96166390315,9b5657ee770823fe25d1c7aeb56e6bf5,CO.6,0.7581171437037485
7a01ab37bd2729626dcaf96166390315,9b5657ee770823fe25d1c7aeb56e6bf5,MG.1,0.6867289651905127
7a01ab37bd2729626dcaf96166390315,9e663ef15cba5a9afa81c93d878e0142,GMD.4,0.5974984751341734
7a01ab37bd2729626dcaf96166390315,9e663ef15cba5a9afa81c93d878e0142,CO.5,0.6386916559622018
7a01ab37bd2729626dcaf96166390315,9e663ef15cba5a9afa81c93d878e0142,CO.6,0.6262931923190183
7a01ab37bd2729626dcaf96166390315,9e663ef15cba5a9afa81c93d878e0142,MG.1,0.5683244015250889
7a01ab37bd2729626dcaf96166390315,a283b675d67d1d68be3638180a7e5be3,GMD.4,0.29310437036749604
7a01ab37bd2729626dcaf96166390315,a283b675d67d1d68be3638180a7e5be3,CO.5,0.38261980305184534
7a01ab37bd2729626dcaf96166390315,a283b675d67d1d68be3638180a7e5be3,CO.6,0.32144519503941515
7a01ab37bd2729626dcaf96166390315,a283b675d67d1d68be3638180a7e5be3,MG.1,0.3673316731300965
7a01ab37bd2729626dcaf96166390315,a53cd649ff5a2d9179498975e93ac8a4,GMD.4,0.5076264293100075
7a01ab37bd2729626dcaf96166390315,a53cd649ff5a2d9179498975e93ac8a4,CO.5,0.4900780212416816
7a01ab37bd2729626dcaf96166390315,a53cd649ff5a2d9179498975e93ac8a4,CO.6,0.435762212183712
7a01ab37bd2729626dcaf96166390315,a53cd649ff5a2d9179498975e93ac8a4,MG.1,0.565816054136443
7a01ab37bd2729626dcaf96166390315,c3db769de9f799bc76b49a478276d45e,GMD.4,0.7629945937528053
7a01ab37bd2729626dcaf96166390315,c3db769de9f799bc76b49a478276d45e,CO.5,0.7243296026610916
7a01ab37bd2729626dcaf96166390315,c3db769de9f799bc76b49a478276d45e,CO.6,0.7277246191886425
7a01ab37bd2729626dcaf96166390315,c3db769de9f799bc76b49a478276d45e,MG.1,0.7028063730529539
7a01ab37bd2729626dcaf96166390315,d278cc3740e7ce2167235bc2fab96726,GMD.4,0.42437764151756147
7a01ab37bd2729626dcaf96166390315,d278cc3740e7ce2167235bc2fab96726,CO.5,0.45307084715175194
7a01ab37bd2729626dcaf96166390315,d278cc3740e7ce2167235bc2fab96726,CO.6,0.44367878539691635
7a01ab37bd2729626dcaf96166390315,d278cc3740e7ce2167235bc2fab96726,MG.1,0.5321201991748258
7a01ab37bd2729626dcaf96166390315,d73754f6b5d308b307e394440a59d165,GMD.4,0.5887988705247623
7a01ab37bd2729626dcaf96166390315,d73754f6b5d308b307e394440a59d165,CO.5,0.5755481816846083
7a01ab37bd2729626dcaf96166390315,d73754f6b5d308b307e394440a59d165,CO.6,0.574157142489338
7a01ab37bd2729626dcaf96166390315,d73754f6b5d308b307e394440a59d165,MG.1,0.37863385851362147
7a01ab37bd2729626dcaf96166390315,eaee82f96dc626a30a8f6097beae44fa,GMD.4,0.7652132836731811
7a01ab37bd2729626dcaf96166390315,eaee82f96dc626a30a8f6097beae44fa,CO.5,0.7402299730944429
7a01ab37bd2729626dcaf96166390315,eaee82f96dc626a30a8f6097beae44fa,CO.6,0.7387401651840366
7a01ab37bd2729626dcaf96166390315,eaee82f96dc626a30a8f6097beae44fa,MG.1,0.4228392448295746
7a01ab37bd2729626dcaf96166390315,ed85b33be7a53b79744ce29fb600966d,GMD.4,0.5919978971202293
7a01ab37bd2729626dcaf96166390315,ed85b33be7a53b79744ce29fb600966d,CO.5,0.5947216675092954
7a01ab37bd2729626dcaf96166390315,ed85b33be7a53b79744ce29fb600966d,CO.6,0.5400061177133634
7a01ab37bd2729626dcaf96166390315,ed85b33be7a53b79744ce29fb600966d,MG.1,0.5599337982577218
7a01ab37bd2729626dcaf96166390315,f58c606cf3549cbca186b628293cf2b3,GMD.4,0.5908427387984038
7a01ab37bd2729626dcaf96166390315,f58c606cf3549cbca186b628293cf2b3,CO.5,0.5940242626954277
7a01ab37bd2729626dcaf96166390315,f58c606cf3549cbca186b628293cf2b3,CO.6,0.5473918259594439
7a01ab37bd2729626dcaf96166390315,f58c606cf3549cbca186b628293cf2b3,MG.1,0.5590180602640971
7a01ab37bd2729626dcaf96166390315,ff8662d59180b49cef99ccbea2414fac,GMD.4,0.4473735152791386
7a01ab37bd2729626dcaf96166390315,ff8662d59180b49cef99ccbea2414fac,CO.5,0.5260113200547861
7a01ab37bd2729626dcaf96166390315,ff8662d59180b49cef99ccbea2414fac,CO.6,0.5341905093370433
7a01ab37bd2729626dcaf96166390315,ff8662d59180b49cef99ccbea2414fac,MG.1,0.45496534876629835
8cbfa61cb2b025b16b04a8e470422960,0a7a979cbaa702f693c222990a433ba2,GMD.4,0.7714000648029818
8cbfa61cb2b025b16b04a8e470422960,0a7a979cbaa702f693c222990a433ba2,CO.5,0.7409725188150084
8cbfa61cb2b025b16b04a8e470422960,0a7a979cbaa702f693c222990a433ba2,CO.6,0.7473249272652538
8cbfa61cb2b025b16b04a8e470422960,0a7a979cbaa702f693c222990a433ba2,MG.1,0.764089801276635
8cbfa61cb2b025b16b04a8e470422960,1167e354a5b14bfe32706bdb0b67a0cf,GMD.4,0.7423017548700372
8cbfa61cb2b025b16b04a8e470422960,1167e354a5b14bfe32706bdb0b67a0cf,CO.5,0.7192284546402548
8cbfa61cb2b025b16b04a8e470422960,1167e354a5b14bfe32706bdb0b67a0cf,CO.6,0.7227599473350347
8cbfa61cb2b025b16b04a8e470422960,1167e354a5b14bfe32706bdb0b67a0cf,MG.1,0.7189073074814828
8cbfa61cb2b025b16b04a8e470422960,1222fa9a94d30af5ffb6006472aa5537,GMD.4,0.19704216164726854
8cbfa61cb2b025b16b04a8e470422960,1222fa9a94d30af5ffb6006472aa5537,CO.5,0.0
8cbfa61cb2b025b16b04a8e470422960,1222fa9a94d30af5ffb6006472aa5537,CO.6,0.11235985497443565
8cbfa61cb2b025b16b04a8e470422960,1222fa9a94d30af5ffb6006472aa5537,MG.1,0.25584296334776274
8cbfa61cb2b025b16b04a8e470422960,1b55c999597635ddd855882330afecb8,GMD.4,0.44835269761259405
8cbfa61cb2b025b16b04a8e470422960,1b55c999597635ddd855882330afecb8,CO.5,0.4262341494650964
8cbfa61cb2b025b16b04a8e470422960,1b55c999597635ddd855882330afecb8,CO.6,0.41604941750095054
8cbfa61cb2b025b16b04a8e470422960,1b55c999597635ddd855882330afecb8,MG.1,0.5321201991748258
8cbfa61cb2b025b16b04a8e470422960,23e976a7cd66724ad7ddf04707c29f64,GMD.4,0.7751229526443602
8cbfa61cb2b025b16b04a8e470422960,23e976a7cd66724ad7ddf04707c29f64,CO.5,0.7771796567649115
8cbfa61cb2b025b16b04a8e470422960,23e976a7cd66724ad7ddf04707c29f64,CO.6,0.7727996413308187
8cbfa61cb2b025b16b04a8e470422960,23e976a7cd66724ad7ddf04707c29f64,MG.1,0.6914652241051675
8cbfa61cb2b025b16b04a8e470422960,2636425489c6a77a532f75254d058a38,GMD.4,0.5690956918114967
8cbfa61cb2b025b16b04a8e470422960,2636425489c6a77a532f75254d058a38,CO.5,0.5641491852731088
8cbfa61cb2b025b16b04a8e470422960,2636425489c6a77a532f75254d058a38,CO.6,0.5561180372482777
8cbfa61cb2b025b16b04a8e470422960,2636425489c6a77a532f75254d058a38,MG.1,0.5660087492209417
8cbfa61cb2b025b16b04a8e470422960,2accdfe177744666db2e039a12eca830,GMD.4,0.633553271004396
8cbfa61cb2b025b16b04a8e470422960,2accdfe177744666db2e039a12eca830,CO.5,0.6271323040080966
8cbfa61cb2b025b16b04a8e470422960,2accdfe177744666db2e039a12eca830,CO.6,0.6188494621997462
8cbfa61cb2b025b16b04a8e470422960,2accdfe177744666db2e039a12eca830,MG.1,0.5641632433781637
8cbfa61cb2b025b16b04a8e470422960,4610cc6adb8b0aeea29d5eb053a8bcc5,GMD.4,0.524993494759564
8cbfa61cb2b025b16b04a8e470422960,4610cc6adb8b0aeea29d5eb053a8bcc5,CO.5,0.46614583042051455
8cbfa61cb2b025b16b04a8e470422960,4610cc6adb8b0aeea29d5eb053a8bcc5,CO.6,0.5086639593777704
8cbfa61cb2b025b16b04a8e470422960,4610cc6adb8b0aeea29d5eb053a8bcc5,MG.1,0.5635966355913058
8cbfa61cb2b025b16b04a8e470422960,4713ace1b155ff9642b1a0ed67c1fdf3,GMD.4,0.5750858100997719
8cbfa61cb2b025b16b04a8e470422960,4713ace1b155ff9642b1a0ed67c1fdf3,CO.5,0.5770431187669052
8cbfa61cb2b025b16b04a8e470422960,4713ace1b155ff9642b1a0ed67c1fdf3,CO.6,0.5640758407680404
8cbfa61cb2b025b16b04a8e470422960,4713ace1b155ff9642b1a0ed67c1fdf3,MG.1,0.562333746808004
8cbfa61cb2b025b16b04a8e470422960,49ab334e3991f54ab1e2d11869834191,GMD.4,0.6944090293970615
8cbfa61cb2b025b16b04a8e470422960,49ab334e3991f54ab1e2d11869834191,CO.5,0.6945589990065246
8cbfa61cb2b025b16b04a8e470422960,49ab334e3991f54ab1e2d11869834191,CO.6,0.6837363870355724
8cbfa61cb2b025b16b04a8e470422960,49ab334e3991f54ab1e2d11869834191,MG.1,0.6598432776559254
8cbfa61cb2b025b16b04a8e470422960,4ae4eb7fe5a30b7ea567ee1ffd3ce9b5,GMD.4,0.41112966368806475
8cbfa61cb2b025b16b04a8e470422960,4ae4eb7fe5a30b7ea567ee1ffd3ce9b5,CO.5,0.39844597679035326
8cbfa61cb2b025b16b04a8e470422960,4ae4eb7fe5a30b7ea567ee1ffd3ce9b5,CO.6,0.3710682278145396
8cbfa61cb2b025b16b04a8e470422960,4ae4eb7fe5a30b7ea567ee1ffd3ce9b5,MG.1,0.5620128974967047
8cbfa61cb2b025b16b04a8e470422960,4cac6d6f0016fa63c459c4e9d0aa16b1,GMD.4,0.4818517886599613
8cbfa61cb2b025b16b04a8e470422960,4cac6d6f0016fa63c459c4e9d0aa16b1,CO.5,0.4655538604958825
8cbfa61cb2b025b16b04a8e470422960,4cac6d6f0016fa63c459c4e9d0aa16b1,CO.6,0.456530507026837
8cbfa61cb2b025b16b04a8e470422960,4cac6d6f0016fa63c459c4e9d0aa16b1,MG.1,0.5321201991748258
8cbfa61cb2b025b16b04a8e470422960,5adfb464337689314d03622f9f0b10c7,GMD.4,0.4111613565931542
8cbfa61cb2b025b16b04a8e470422960,5adfb464337689314d03622f9f0b10c7,CO.5,0.3825806431755064
8cbfa61cb2b025b16b04a8e470422960,5adfb464337689314d03622f9f0b10c7,CO.6,0.37110652626647206
8cbfa61cb2b025b16b04a8e470422960,5adfb464337689314d03622f9f0b10c7,MG.1,0.2567630013682204
8cbfa61cb2b025b16b04a8e470422960,63ff74c01bb9518553cbde97472cb82a,GMD.4,0.49999788474109547
8cbfa61cb2b025b16b04a8e470422960,63ff74c01bb9518553cbde97472cb82a,CO.5,0.4111094663664047
8cbfa61cb2b025b16b04a8e470422960,63ff74c01bb9518553cbde97472cb82a,CO.6,0.47845867633050715
8cbfa61cb2b025b16b04a8e470422960,63ff74c01bb9518553cbde97472cb82a,MG.1,0.5733596572838847
8cbfa61cb2b025b16b04a8e470422960,7ccdfc4cbcb4802bdc2b511f8d89eee3,GMD.4,0.4187558954946762
8cbfa61cb2b025b16b04a8e470422960,7ccdfc4cbcb4802bdc2b511f8d89eee3,CO.5,0.39149476787810406
8cbfa61cb2b025b16b04a8e470422960,7ccdfc4cbcb4802bdc2b511f8d89eee3,CO.6,0.38028394569990176
8cbfa61cb2b025b16b04a8e470422960,7ccdfc4cbcb4802bdc2b511f8d89eee3,MG.1,0.5321201991748258
8cbfa61cb2b025b16b04a8e470422960,8572b2a0310a5e510f661e7817120458,GMD.4,0.2830527165047996
8cbfa61cb2b025b16b04a8e470422960,8572b2a0310a5e510f661e7817120458,CO.5,0.2322125420918513
8cbfa61cb2b025b16b04a8e470422960,8572b2a0310a5e510f661e7817120458,CO.6,0.21629703244697263
8cbfa61cb2b025b16b04a8e470422960,8572b2a0310a5e510f661e7817120458,MG.1,0.5723694257797982
8cbfa61cb2b025b16b04a8e470422960,86eafa4b05f579291048d9f8e4e715fd,GMD.4,0.0
8cbfa61cb2b025b16b04a8e470422960,86eafa4b05f579291048d9f8e4e715fd,CO.5,0.010382263272194957
8cbfa61cb2b025b16b04a8e470422960,86eafa4b05f579291048d9f8e4e715fd,CO.6,0.0
8cbfa61cb2b025b16b04a8e470422960,86eafa4b05f579291048d9f8e4e715fd,MG.1,0.06983915318358895
8cbfa61cb2b025b16b04a8e470422960,8e27fc67618a1dcc6930342eb60c293a,GMD.4,0.6782928082740389
8cbfa61cb2b025b16b04a8e470422960,8e27fc67618a1dcc6930342eb60c293a,CO.5,0.7210184173490757
8cbfa61cb2b025b16b04a8e470422960,8e27fc67618a1dcc6930342eb60c293a,CO.6,0.7080997863294124
8cbfa61cb2b025b16b04a8e470422960,8e27fc67618a1dcc6930342eb60c293a,MG.1,0.7013168430480571
8cbfa61cb2b025b16b04a8e470422960,a86925711409ca9c76b1f1c1ef43d281,GMD.4,0.7981129734138908
8cbfa61cb2b025b16b04a8e470422960,a86925711409ca9c76b1f1c1ef43d281,CO.5,0.8055834164155928
8cbfa61cb2b025b16b04a8e470422960,a86925711409ca9c76b1f1c1ef43d281,CO.6,0.7946895657920846
8cbfa61cb2b025b16b04a8e470422960,a86925711409ca9c76b1f1c1ef43d281,MG.1,0.6756112469065998
8cbfa61cb2b025b16b04a8e470422960,b316cbf7331dbefba42e77a52c831e51,GMD.4,0.4450261001201896
8cbfa61cb2b025b16b04a8e470422960,b316cbf7331dbefba42e77a52c831e51,CO.5,0.42232954047340376
8cbfa61cb2b025b16b04a8e470422960,b316cbf7331dbefba42e77a52c831e51,CO.6,0.41202947884899727
8cbfa61cb2b025b16b04a8e470422960,b316cbf7331dbefba42e77a52c831e51,MG.1,0.5321201991748258
8cbfa61cb2b025b16b04a8e470422960,bf837b2d3b9345552bf9c7692f4ed9e9,GMD.4,0.24585789142266912
8cbfa61cb2b025b16b04a8e470422960,bf837b2d3b9345552bf9c7692f4ed9e9,CO.5,0.09435493350234901
8cbfa61cb2b025b16b04a8e470422960,bf837b2d3b9345552bf9c7692f4ed9e9,CO.6,0.21333347003406478
8cbfa61cb2b025b16b04a8e470422960,bf837b2d3b9345552bf9c7692f4ed9e9,MG.1,0.23661570094886575
8cbfa61cb2b025b16b04a8e470422960,c63e4c7092dc66e2c40ac54e40e2589d,GMD.4,0.5237846534014617
8cbfa61cb2b025b16b04a8e470422960,c63e4c7092dc66e2c40ac54e40e2589d,CO.5,0.5815746725395559
8cbfa61cb2b025b16b04a8e470422960,c63e4c7092dc66e2c40ac54e40e2589d,CO.6,0.5759782027519826
8cbfa61cb2b025b16b04a8e470422960,c63e4c7092dc66e2c40ac54e40e2589d,MG.1,0.5826094756388246
8cbfa61cb2b025b16b04a8e470422960,ce2264a639e01f4ca75a0c242fbafb09,GMD.4,0.37996319453204414
8cbfa61cb2b025b16b04a8e470422960,ce2264a639e01f4ca75a0c242fbafb09,CO.5,0.3204774770882578
8cbfa61cb2b025b16b04a8e470422960,ce2264a639e01f4ca75a0c242fbafb09,CO.6,0.3071690312973326
8cbfa61cb2b025b16b04a8e470422960,ce2264a639e01f4ca75a0c242fbafb09,MG.1,0.5321201991748258
8cbfa61cb2b025b16b04a8e470422960,d74e4aa0805fc05a35d64a50fc0e84de,GMD.4,0.5506221530740653
8cbfa61cb2b025b16b04a8e470422960,d74e4aa0805fc05a35d64a50fc0e84de,CO.5,0.5108815391824592
8cbfa61cb2b025b16b04a8e470422960,d74e4aa0805fc05a35d64a50fc0e84de,CO.6,0.5396342328753618
8cbfa61cb2b025b16b04a8e470422960,d74e4aa0805fc05a35d64a50fc0e84de,MG.1,0.5818995856320096
8cbfa61cb2b025b16b04a8e470422960,dae8f18dec37209033af50bf2bc6722d,GMD.4,0.5516888224517895
8cbfa61cb2b025b16b04a8e470422960,dae8f18dec37209033af50bf2bc6722d,CO.5,0.5170751195802176
8cbfa61cb2b025b16b04a8e470422960,dae8f18dec37209033af50bf2bc6722d,CO.6,0.5409232212396466
8cbfa61cb2b025b16b04a8e470422960,dae8f18dec37209033af50bf2bc6722d,MG.1,0.5795818955650183
8cbfa61cb2b025b16b04a8e470422960,f328f213fa502ed9b06a2f5f6ed88086,GMD.4,0.6397944678825171
8cbfa61cb2b025b16b04a8e470422960,f328f213fa502ed9b06a2f5f6ed88086,CO.5,0.6780329767416207
8cbfa61cb2b025b16b04a8e470422960,f328f213fa502ed9b06a2f5f6ed88086,CO.6,0.5947138248701411
8cbfa61cb2b025b16b04a8e470422960,f328f213fa502ed9b06a2f5f6ed88086,MG.1,0.5767073070176791
8cbfa61cb2b025b16b04a8e470422960,f335e6139464347a152729767b7c10e6,GMD.4,0.29051397781888594
8cbfa61cb2b025b16b04a8e470422960,f335e6139464347a152729767b7c10e6,CO.5,0.3067077513668517
8cbfa61cb2b025b16b04a8e470422960,f335e6139464347a152729767b7c10e6,CO.6,0.29299259192221344
8cbfa61cb2b025b16b04a8e470422960,f335e6139464347a152729767b7c10e6,MG.1,0.5321201991748258
8cbfa61cb2b025b16b04a8e470422960,f5c577edc3b46150d0cbae675ee7e459,GMD.4,0.6213427222542519
8cbfa61cb2b025b16b04a8e470422960,f5c577edc3b46150d0cbae675ee7e459,CO.5,0.6490608048789964
8cbfa61cb2b025b16b04a8e470422960,f5c577edc3b46150d0cbae675ee7e459,CO.6,0.5734786156743116
8cbfa61cb2b025b16b04a8e470422960,f5c577edc3b46150d0cbae675ee7e459,MG.1,0.5749692413594565
8cbfa61cb2b025b16b04a8e470422960,f7383b2902f1761b425ff7df7ae095fc,GMD.4,0.34126592466632966
8cbfa61cb2b025b16b04a8e470422960,f7383b2902f1761b425ff7df7ae095fc,CO.5,0.31109384480967556
8cbfa61cb2b025b16b04a8e470422960,f7383b2902f1761b425ff7df7ae095fc,CO.6,0.2866432423737989
8cbfa61cb2b025b16b04a8e470422960,f7383b2902f1761b425ff7df7ae095fc,MG.1,0.58936701542235
8cbfa61cb2b025b16b04a8e470422960,f7ab47845da1e7938d6eacd273fff776,GMD.4,0.5079780599174677
8cbfa61cb2b025b16b04a8e470422960,f7ab47845da1e7938d6eacd273fff776,CO.5,0.4658899580358852
8cbfa61cb2b025b16b04a8e470422960,f7ab47845da1e7938d6eacd273fff776,CO.6,0.48810210770869583
8cbfa61cb2b025b16b04a8e470422960,f7ab47845da1e7938d6eacd273fff776,MG.1,0.5750361495390638
8cbfa61cb2b025b16b04a8e470422960,fd8558801677dd29161b880a74cb9c81,GMD.4,0.7255467411919787
8cbfa61cb2b025b16b04a8e470422960,fd8558801677dd29161b880a74cb9c81,CO.5,0.7904906169529802
8cbfa61cb2b025b16b04a8e470422960,fd8558801677dd29161b880a74cb9c81,CO.6,0.7710299764037433
8cbfa61cb2b025b16b04a8e470422960,fd8558801677dd29161b880a74cb9c81,MG.1,0.6497051045709507
95cd1f045a0329cf5595ae734ae7ae43,15246dfc4342ffe2601e4ecee9017eea,GMD.4,0.24637729767401484
95cd1f045a0329cf5595ae734ae7ae43,15246dfc4342ffe2601e4ecee9017eea,CO.5,0.23140253818269343
95cd1f045a0329cf5595ae734ae7ae43,15246dfc4342ffe2601e4ecee9017eea,CO.6,0.2154631036132316
95cd1f045a0329cf5595ae734ae7ae43,15246dfc4342ffe2601e4ecee9017eea,MG.1,0.04936541519252786
95cd1f045a0329cf5595ae734ae7ae43,62dad8bdc4268597b3ee4964cc2a3a87,GMD.4,0.23587541579496357
95cd1f045a0329cf5595ae734ae7ae43,62dad8bdc4268597b3ee4964cc2a3a87,CO.5,0.17683797003255836
95cd1f045a0329cf5595ae734ae7ae43,62dad8bdc4268597b3ee4964cc2a3a87,CO.6,0.15928687265117025
95cd1f045a0329cf5595ae734ae7ae43,62dad8bdc4268597b3ee4964cc2a3a87,MG.1,0.3428254681640652
95cd1f045a0329cf5595ae734ae7ae43,ab8c358afd1e639192d0abb1c5c0c9cb,GMD.4,0.2844310524336315
95cd1f045a0329cf5595ae734ae7ae43,ab8c358afd1e639192d0abb1c5c0c9cb,CO.5,0.24655779447293424
95cd1f045a0329cf5595ae734ae7ae43,ab8c358afd1e639192d0abb1c5c0c9cb,CO.6,0.2813479849203935
95cd1f045a0329cf5595ae734ae7ae43,ab8c358afd1e639192d0abb1c5c0c9cb,MG.1,0.5749862768631852
95cd1f045a0329cf5595ae734ae7ae43,c08daa0a4e7dfc7899ae8ffd4b5b1f45,GMD.4,0.45786778585134585
95cd1f045a0329cf5595ae734ae7ae43,c08daa0a4e7dfc7899ae8ffd4b5b1f45,CO.5,0.44538580035406183
95cd1f045a0329cf5595ae734ae7ae43,c08daa0a4e7dfc7899ae8ffd4b5b1f45,CO.6,0.42754767392513177
95cd1f045a0329cf5595ae734ae7ae43,c08daa0a4e7dfc7899ae8ffd4b5b1f45,MG.1,0.581523675034613
95cd1f045a0329cf5595ae734ae7ae43,c90e00e6590150ee969146996428ed57,GMD.4,0.23581625984585655
95cd1f045a0329cf5595ae734ae7ae43,c90e00e6590150ee969146996428ed57,CO.5,0.1767685354672637
95cd1f045a0329cf5595ae734ae7ae43,c90e00e6590150ee969146996428ed57,CO.6,0.15921538721091147
95cd1f045a0329cf5595ae734ae7ae43,c90e00e6590150ee969146996428ed57,MG.1,0.2939230205684379
95cd1f045a0329cf5595ae734ae7ae43,d1b81842e7f52c7e4bfee0b60735bdf1,GMD.4,0.6401270681378536
95cd1f045a0329cf5595ae734ae7ae43,d1b81842e7f52c7e4bfee0b60735bdf1,CO.5,0.6852098609677926
95cd1f045a0329cf5595ae734ae7ae43,d1b81842e7f52c7e4bfee0b60735bdf1,CO.6,0.6518837972877748
95cd1f045a0329cf5595ae734ae7ae43,d1b81842e7f52c7e4bfee0b60735bdf1,MG.1,0.7145304018528715
c6262795f034865c9e9203305638ee79,098f6bcd4621d373cade4e832627b4f6,GMD.4,0.2640328666392476
c6262795f034865c9e9203305638ee79,098f6bcd4621d373cade4e832627b4f6,CO.5,0.1430267770873925
c6262795f034865c9e9203305638ee79,098f6bcd4621d373cade4e832627b4f6,CO.6,0.19331299851937622
c6262795f034865c9e9203305638ee79,098f6bcd4621d373cade4e832627b4f6,MG.1,0.5321201991748258
c6262795f034865c9e9203305638ee79,15776a754fac811d8592f8746dfe03f6,GMD.4,0.5150241616211155
c6262795f034865c9e9203305638ee79,15776a754fac811d8592f8746dfe03f6,CO.5,0.5044900846815997
c6262795f034865c9e9203305638ee79,15776a754fac811d8592f8746dfe03f6,CO.6,0.49661678273287935
c6262795f034865c9e9203305638ee79,15776a754fac811d8592f8746dfe03f6,MG.1,0.5655420323692187
c6262795f034865c9e9203305638ee79,185f8ea3abb5153621b2759e8972478f,GMD.4,0.39626720661034825
c6262795f034865c9e9203305638ee79,185f8ea3abb5153621b2759e8972478f,CO.5,0.2587458224548149
c6262795f034865c9e9203305638ee79,185f8ea3abb5153621b2759e8972478f,CO.6,0.3531080851143402
c6262795f034865c9e9203305638ee79,185f8ea3abb5153621b2759e8972478f,MG.1,0.2599585478889118
c6262795f034865c9e9203305638ee79,1b06f2a47bf02a5aeeb5eee15061dd76,GMD.4,0.47377398634295864
c6262795f034865c9e9203305638ee79,1b06f2a47bf02a5aeeb5eee15061dd76,CO.5,0.45607250315340264
c6262795f034865c9e9203305638ee79,1b06f2a47bf02a5aeeb5eee15061dd76,CO.6,0.4467691007157038
c6262795f034865c9e9203305638ee79,1b06f2a47bf02a5aeeb5eee15061dd76,MG.1,0.5321201991748258
c6262795f034865c9e9203305638ee79,1d0a0548d9586e4cd74019a0ce91c6d3,GMD.4,0.3145047006420321
c6262795f034865c9e9203305638ee79,1d0a0548d9586e4cd74019a0ce91c6d3,CO.5,0.3234676139037906
c6262795f034865c9e9203305638ee79,1d0a0548d9586e4cd74019a0ce91c6d3,CO.6,0.2993505604025748
c6262795f034865c9e9203305638ee79,1d0a0548d9586e4cd74019a0ce91c6d3,MG.1,0.2932598555116642
c6262795f034865c9e9203305638ee79,23cc150b3334c3f316fb29fd8c7bb48d,GMD.4,0.43524629019811417
c6262795f034865c9e9203305638ee79,23cc150b3334c3f316fb29fd8c7bb48d,CO.5,0.41085044393528314
c6262795f034865c9e9203305638ee79,23cc150b3334c3f316fb29fd8c7bb48d,CO.6,0.40021132651638935
c6262795f034865c9e9203305638ee79,23cc150b3334c3f316fb29fd8c7bb48d,MG.1,0.5321201991748258
c6262795f034865c9e9203305638ee79,5b05639df7f654ec0b22e86cc1d1158b,GMD.4,0.4385044845227509
c6262795f034865c9e9203305638ee79,5b05639df7f654ec0b22e86cc1d1158b,CO.5,0.38297439598557054
c6262795f034865c9e9203305638ee79,5b05639df7f654ec0b22e86cc1d1158b,CO.6,0.4041486051715582
c6262795f034865c9e9203305638ee79,5b05639df7f654ec0b22e86cc1d1158b,MG.1,0.609865472863399
c6262795f034865c9e9203305638ee79,712d1197ed1e2c07b4c8544bd192c450,GMD.4,0.4523586316411957
c6262795f034865c9e9203305638ee79,712d1197ed1e2c07b4c8544bd192c450,CO.5,0.430936132817131
c6262795f034865c9e9203305638ee79,712d1197ed1e2c07b4c8544bd192c450,CO.6,0.420890282401354
c6262795f034865c9e9203305638ee79,712d1197ed1e2c07b4c8544bd192c450,MG.1,0.5321201991748258
c6262795f034865c9e9203305638ee79,743b7d8a8341513e9865fdb1d08685b0,GMD.4,0.6004694058186576
c6262795f034865c9e9203305638ee79,743b7d8a8341513e9865fdb1d08685b0,CO.5,0.6047818300919982
c6262795f034865c9e9203305638ee79,743b7d8a8341513e9865fdb1d08685b0,CO.6,0.5998708255076841
c6262795f034865c9e9203305638ee79,743b7d8a8341513e9865fdb1d08685b0,MG.1,0.6050439941023219
c6262795f034865c9e9203305638ee79,7dbcf48d9abd3b7ac3e5efa0cb8fe8a2,GMD.4,0.5868572608532701
c6262795f034865c9e9203305638ee79,7dbcf48d9abd3b7ac3e5efa0cb8fe8a2,CO.5,0.6345025410085429
c6262795f034865c9e9203305638ee79,7dbcf48d9abd3b7ac3e5efa0cb8fe8a2,CO.6,0.5834215893715737
c6262795f034865c9e9203305638ee79,7dbcf48d9abd3b7ac3e5efa0cb8fe8a2,MG.1,0.600927009264791
c6262795f034865c9e9203305638ee79,90fd4d4e0af8796d9bff08c93a37690a,GMD.4,0.6488374291694119
c6262795f034865c9e9203305638ee79,90fd4d4e0af8796d9bff08c93a37690a,CO.5,0.7023531782021041
c6262795f034865c9e9203305638ee79,90fd4d4e0af8796d9bff08c93a37690a,CO.6,0.6583198825487685
c6262795f034865c9e9203305638ee79,90fd4d4e0af8796d9bff08c93a37690a,MG.1,0.5969640995762916
c6262795f034865c9e9203305638ee79,922d9b752ef23eb9c27b22dd9e96b0dd,GMD.4,0.5045996426943075
c6262795f034865c9e9203305638ee79,922d9b752ef23eb9c27b22dd9e96b0dd,CO.5,0.4852120744586091
c6262795f034865c9e9203305638ee79,922d9b752ef23eb9c27b22dd9e96b0dd,CO.6,0.4720781595514197
c6262795f034865c9e9203305638ee79,922d9b752ef23eb9c27b22dd9e96b0dd,MG.1,0.5937360934772272
c6262795f034865c9e9203305638ee79,a0598c170ea4cb8cc78c7ad7409e9d93,GMD.4,0.5979522826261843
c6262795f034865c9e9203305638ee79,a0598c170ea4cb8cc78c7ad7409e9d93,CO.5,0.654153750702672
c6262795f034865c9e9203305638ee79,a0598c170ea4cb8cc78c7ad7409e9d93,CO.6,0.6247281371304325
c6262795f034865c9e9203305638ee79,a0598c170ea4cb8cc78c7ad7409e9d93,MG.1,0.5913382372041128
