user,kc,competency
bfc0042bbe42e56ce5a8d2d9b8c0f4e4,MG.1,0
d0eb9b379fb70519d83b457b6c85ec4d,GMD.4,0.03696942709289257
d0eb9b379fb70519d83b457b6c85ec4d,CO.5,0.03696942709289257
d0eb9b379fb70519d83b457b6c85ec4d,CO.6,0.03696942709289257
d0eb9b379fb70519d83b457b6c85ec4d,MG.1,0
e08bc4c6e82c2fce47308de23960f73c,GMD.4,-0.06714765773962285
e08bc4c6e82c2fce47308de23960f73c,CO.5,-0.06714765773962285
e08bc4c6e82c2fce47308de23960f73c,CO.6,-0.06714765773962285
e08bc4c6e82c2fce47308de23960f73c,MG.1,0
e3d9bb1dbe4394feac89c0974e04a53f,GMD.4,-0.04801704573762233
e3d9bb1dbe4394feac89c0974e04a53f,CO.5,-0.04801704573762233
e3d9bb1dbe4394feac89c0974e04a53f,CO.6,-0.04801704573762233
e3d9bb1dbe4394feac89c0974e04a53f,MG.1,0
e86797831be7ef238bf4da814e085931,GMD.4,-0.19114198767354648
e86797831be7ef238bf4da814e085931,CO.5,-0.19114198767354648
e86797831be7ef238bf4da814e085931,CO.6,-0.19114198767354648
e86797831be7ef238bf4da814e085931,MG.1,0
ffb0d9f90251dac55dde43e4cae2c46c,GMD.4,-0.1438920334451226
ffb0d9f90251dac55dde43e4cae2c46c,CO.5,-0.1438920334451226
ffb0d9f90251dac55dde43e4cae2c46c,CO.6,-0.1438920334451226
ffb0d9f90251dac55dde43e4cae2c46c,MG.1,0
16877a7d2e69929dcf77a5b6ea4e6cd9,GMD.4,0.31610663367094394
16877a7d2e69929dcf77a5b6ea4e6cd9,CO.5,0.6225506416887734
16877a7d2e69929dcf77a5b6ea4e6cd9,CO.6,0.43470320294224196
16877a7d2e69929dcf77a5b6ea4e6cd9,MG.1,0.1805481018798501
17db09f3cda608d44115c85fddc3c9ad,GMD.4,0.18899736866440095
17db09f3cda608d44115c85fddc3c9ad,CO.5,0.17894374758721535
17db09f3cda608d44115c85fddc3c9ad,CO.6,0.15252066852318258
17db09f3cda608d44115c85fddc3c9ad,MG.1,0.19441697551867276
17f8fdb215276b60e1b97a24962ad0f2,GMD.4,0.29009488234835834
17f8fdb215276b60e1b97a24962ad0f2,CO.5,0.28050350584613826
17f8fdb215276b60e1b97a24962ad0f2,CO.6,0.35816815388084067
17f8fdb215276b60e1b97a24962ad0f2,MG.1,0.09404402918219595
18209fda6e66194eb48ac00ea2f10a16,GMD.4,0.2738787141592832
18209fda6e66194eb48ac00ea2f10a16,CO.5,0.22677376987399275
18209fda6e66194eb48ac00ea2f10a16,CO.6,0.24689305006013165
18209fda6e66194eb48ac00ea2f10a16,MG.1,0.06554085997395839
1a59df3d27c2f1544da042110abbff28,GMD.4,-0.12217679571257822
1a59df3d27c2f1544da042110abbff28,CO.5,-0.12217679571257822
1a59df3d27c2f1544da042110abbff28,CO.6,-0.12217679571257822
1a59df3d27c2f1544da042110abbff28,MG.1,0
29fba46101c93b24f73945ea1e3994ef,GMD.4,-0.18077890298198207
29fba46101c93b24f73945ea1e3994ef,CO.5,-0.0674598277670002
29fba46101c93b24f73945ea1e3994ef,CO.6,-0.11646119045768782
29fba46101c93b24f73945ea1e3994ef,MG.1,0.05052558216617482
2da50872be7a811e24a1cdec9c227829,GMD.4,0.34922026553150687
2da50872be7a811e24a1cdec9c227829,CO.5,0.4577214951030478
2da50872be7a811e24a1cdec9c227829,CO.6,0.3306173837220915
2da50872be7a811e24a1cdec9c227829,MG.1,0.03888165284517879
2db95e8e1a9267b7a1188556b2013b33,GMD.4,-0.014839859995606218
2db95e8e1a9267b7a1188556b2013b33,CO.5,-0.014839859995606218
2db95e8e1a9267b7a1188556b2013b33,CO.6,-0.014839859995606218
2db95e8e1a9267b7a1188556b2013b33,MG.1,0
3346993e67759021d1f7d17052cae1bb,GMD.4,0.7860928687342638
3346993e67759021d1f7d17052cae1bb,CO.5,0.7085278346004561
3346993e67759021d1f7d17052cae1bb,CO.6,0.6815585248232507
3346993e67759021d1f7d17052cae1bb,MG.1,0.05272228906555913
3f4fbcbac5da95a20fa08e5384cec0be,GMD.4,0.31486197116499154
3f4fbcbac5da95a20fa08e5384cec0be,CO.5,0.1837489573713324
3f4fbcbac5da95a20fa08e5384cec0be,CO.6,0.1837489573713324
3f4fbcbac5da95a20fa08e5384cec0be,MG.1,0.20673643400605998
4e4715f7254217e3086e400c20c6c46a,GMD.4,-0.11392992958690683
4e4715f7254217e3086e400c20c6c46a,CO.5,-0.11392992958690683
4e4715f7254217e3086e400c20c6c46a,CO.6,-0.11392992958690683
4e4715f7254217e3086e400c20c6c46a,MG.1,0
5724b11c82858d1aa6e80f800fda71df,GMD.4,0.6792468293142047
5724b11c82858d1aa6e80f800fda71df,CO.5,0.6466135458447775
5724b11c82858d1aa6e80f800fda71df,CO.6,0.6226962248999384
5724b11c82858d1aa6e80f800fda71df,MG.1,0.20456531671852063
6fb00a0a9c2e6b84352abd12b0f53c0b,GMD.4,-0.1036576556355856
6fb00a0a9c2e6b84352abd12b0f53c0b,CO.5,-0.1036576556355856
6fb00a0a9c2e6b84352abd12b0f53c0b,CO.6,-0.1036576556355856
6fb00a0a9c2e6b84352abd12b0f53c0b,MG.1,0
70c2fe415227245dbd643fe14a70a22f,GMD.4,-0.015447835392817128
70c2fe415227245dbd643fe14a70a22f,CO.5,0.09728539819862034
70c2fe415227245dbd643fe14a70a22f,CO.6,0.011014542859345012
70c2fe415227245dbd643fe14a70a22f,MG.1,0.0439221840291155
7738af89c35a17ea95c600683473bb33,GMD.4,0.13986808222572694
7738af89c35a17ea95c600683473bb33,CO.5,0.22463199708903248
7738af89c35a17ea95c600683473bb33,CO.6,0.22699782791611844
7738af89c35a17ea95c600683473bb33,MG.1,-0.06174305134431535
82ad0b937435798fbb2091527e421451,GMD.4,0.4170802312511963
82ad0b937435798fbb2091527e421451,CO.5,0.346034381010994
82ad0b937435798fbb2091527e421451,CO.6,0.3398703539230807
82ad0b937435798fbb2091527e421451,MG.1,-0.033240945042683295
86e8f92f3a09a2f64ae0c8eedfbf7e53,GMD.4,0.8779002682274584
86e8f92f3a09a2f64ae0c8eedfbf7e53,CO.5,0.7634725815838483
86e8f92f3a09a2f64ae0c8eedfbf7e53,CO.6,0.7532788097557048
86e8f92f3a09a2f64ae0c8eedfbf7e53,MG.1,0.19194097019324624
8722a7065bec725bd89027515a38ce3f,GMD.4,-0.09577823449378535
8722a7065bec725bd89027515a38ce3f,CO.5,-0.10760580567117824
8722a7065bec725bd89027515a38ce3f,CO.6,-0.03732382038072777
8722a7065bec725bd89027515a38ce3f,MG.1,0.032161333286921404
8b44d17f9b0196463b19431a948a9e98,GMD.4,0.6774387863876097
8b44d17f9b0196463b19431a948a9e98,CO.5,0.5843981382415261
8b44d17f9b0196463b19431a948a9e98,CO.6,0.5618201871290267
8b44d17f9b0196463b19431a948a9e98,MG.1,0.14931273915473126
993408ffe6e0e8aead57ab51a1ef269d,GMD.4,-0.14454974969125284
993408ffe6e0e8aead57ab51a1ef269d,CO.5,-0.05387528692783282
993408ffe6e0e8aead57ab51a1ef269d,CO.6,-0.05387528692783282
993408ffe6e0e8aead57ab51a1ef269d,MG.1,0
9b5657ee770823fe25d1c7aeb56e6bf5,GMD.4,0.48991469087780004
9b5657ee770823fe25d1c7aeb56e6bf5,CO.5,0.40634824468163133
9b5657ee770823fe25d1c7aeb56e6bf5,CO.6,0.38866403770377567
9b5657ee770823fe25d1c7aeb56e6bf5,MG.1,0.11417382474937819
9e663ef15cba5a9afa81c93d878e0142,GMD.4,0.1447113858468798
9e663ef15cba5a9afa81c93d878e0142,CO.5,0.2027487198867788
9e663ef15cba5a9afa81c93d878e0142,CO.6,0.18995231120481543
9e663ef15cba5a9afa81c93d878e0142,MG.1,0.02673569138964969
a283b675d67d1d68be3638180a7e5be3,GMD.4,-0.40976694451848505
a283b675d67d1d68be3638180a7e5be3,CO.5,-0.19465588093472322
a283b675d67d1d68be3638180a7e5be3,CO.6,-0.2695762587011626
a283b675d67d1d68be3638180a7e5be3,MG.1,-0.12169126484995224
a53cd649ff5a2d9179498975e93ac8a4,GMD.4,-0.018997769930956844
a53cd649ff5a2d9179498975e93ac8a4,CO.5,-0.027888663767472364
a53cd649ff5a2d9179498975e93ac8a4,CO.6,-0.09725452500758607
a53cd649ff5a2d9179498975e93ac8a4,MG.1,0.024883353889376545
c3db769de9f799bc76b49a478276d45e,GMD.4,0.44617586921440716
c3db769de9f799bc76b49a478276d45e,CO.5,0.33565248746704185
c3db769de9f799bc76b49a478276d45e,CO.6,0.34285027658055806
c3db769de9f799bc76b49a478276d45e,MG.1,0.12604649662313464
d278cc3740e7ce2167235bc2fab96726,GMD.4,-0.170642128797493
d278cc3740e7ce2167235bc2fab96726,CO.5,-0.0853210643987465
d278cc3740e7ce2167235bc2fab96726,CO.6,-0.0853210643987465
d278cc3740e7ce2167235bc2fab96726,MG.1,0
d73754f6b5d308b307e394440a59d165,GMD.4,0.12886435673847274
d73754f6b5d308b307e394440a59d165,CO.5,0.10475471193716493
d73754f6b5d308b307e394440a59d165,CO.6,0.1113623101794659
d73754f6b5d308b307e394440a59d165,MG.1,-0.11334494810143986
eaee82f96dc626a30a8f6097beae44fa,GMD.4,0.4502173912523962
eaee82f96dc626a30a8f6097beae44fa,CO.5,0.3603286878895541
eaee82f96dc626a30a8f6097beae44fa,CO.6,0.35945513586508276
eaee82f96dc626a30a8f6097beae44fa,MG.1,-0.08070062811699535
ed85b33be7a53b79744ce29fb600966d,GMD.4,0.13469164083390078
ed85b33be7a53b79744ce29fb600966d,CO.5,0.13451054567647072
ed85b33be7a53b79744ce29fb600966d,CO.6,0.05988297714735987
ed85b33be7a53b79744ce29fb600966d,MG.1,0.020539488601945384
f58c606cf3549cbca186b628293cf2b3,GMD.4,0.1325874270940043
f58c606cf3549cbca186b628293cf2b3,CO.5,0.13342822491955744
f58c606cf3549cbca186b628293cf2b3,CO.6,0.07101621068784889
f58c606cf3549cbca186b628293cf2b3,MG.1,0.019863244221404577
ff8662d59180b49cef99ccbea2414fac,GMD.4,-0.12875329623161388
ff8662d59180b49cef99ccbea2414fac,CO.5,0.02787716175658722
ff8662d59180b49cef99ccbea2414fac,CO.6,0.05111651574970645
ff8662d59180b49cef99ccbea2414fac,MG.1,-0.05697648714312815
0a7a979cbaa702f693c222990a433ba2,GMD.4,0.4614871104009234
0a7a979cbaa702f693c222990a433ba2,CO.5,0.36148106399930285
0a7a979cbaa702f693c222990a433ba2,CO.6,0.37239582590526205
0a7a979cbaa702f693c222990a433ba2,MG.1,0.17130242598836704
1167e354a5b14bfe32706bdb0b67a0cf,GMD.4,0.40848219980832084
1167e354a5b14bfe32706bdb0b67a0cf,CO.5,0.3277358825379491
1167e354a5b14bfe32706bdb0b67a0cf,CO.6,0.3353665188478531
1167e354a5b14bfe32706bdb0b67a0cf,MG.1,0.13793654214330628
1222fa9a94d30af5ffb6006472aa5537,GMD.4,-0.5847519796039343
1222fa9a94d30af5ffb6006472aa5537,CO.5,-0.7884535528383603
1222fa9a94d30af5ffb6006472aa5537,CO.6,-0.5847519796039343
1222fa9a94d30af5ffb6006472aa5537,MG.1,-0.20402225254395492
1b55c999597635ddd855882330afecb8,GMD.4,-0.1269696369002553
1b55c999597635ddd855882330afecb8,CO.5,-0.1269696369002553
1b55c999597635ddd855882330afecb8,CO.6,-0.1269696369002553
1b55c999597635ddd855882330afecb8,MG.1,0
23e976a7cd66724ad7ddf04707c29f64,GMD.4,0.4682686498660429
23e976a7cd66724ad7ddf04707c29f64,CO.5,0.4176718676363878
23e976a7cd66724ad7ddf04707c29f64,CO.6,0.4107964682836859
23e976a7cd66724ad7ddf04707c29f64,MG.1,0.11767140647921756
2636425489c6a77a532f75254d058a38,GMD.4,0.09297343288435872
2636425489c6a77a532f75254d058a38,CO.5,0.08706431149997385
2636425489c6a77a532f75254d058a38,CO.6,0.08417012158783523
2636425489c6a77a532f75254d058a38,MG.1,0.025025653290468634
2accdfe177744666db2e039a12eca830,GMD.4,0.21038809476707696
2accdfe177744666db2e039a12eca830,CO.5,0.18480945949221836
2accdfe177744666db2e039a12eca830,CO.6,0.17873161535967344
2accdfe177744666db2e039a12eca830,MG.1,0.023662803912019408
4610cc6adb8b0aeea29d5eb053a8bcc5,GMD.4,0.012637735826283133
4610cc6adb8b0aeea29d5eb053a8bcc5,CO.5,-0.06502965615682076
4610cc6adb8b0aeea29d5eb053a8bcc5,CO.6,0.012637735826283133
4610cc6adb8b0aeea29d5eb053a8bcc5,MG.1,0.023244381465314278
4713ace1b155ff9642b1a0ed67c1fdf3,GMD.4,0.10388491485842599
4713ace1b155ff9642b1a0ed67c1fdf3,CO.5,0.10707474386449839
4713ace1b155ff9642b1a0ed67c1fdf3,CO.6,0.0961657328552935
4713ace1b155ff9642b1a0ed67c1fdf3,MG.1,0.022311776889658935
49ab334e3991f54ab1e2d11869834191,GMD.4,0.3212417505320198
49ab334e3991f54ab1e2d11869834191,CO.5,0.2894507096179942
49ab334e3991f54ab1e2d11869834191,CO.6,0.27654231459827033
49ab334e3991f54ab1e2d11869834191,MG.1,0.0943195703241857
4ae4eb7fe5a30b7ea567ee1ffd3ce9b5,GMD.4,-0.19477438534446942
4ae4eb7fe5a30b7ea567ee1ffd3ce9b5,CO.5,-0.17009482830202624
4ae4eb7fe5a30b7ea567ee1ffd3ce9b5,CO.6,-0.19477438534446942
4ae4eb7fe5a30b7ea567ee1ffd3ce9b5,MG.1,0.022074839528451767
4cac6d6f0016fa63c459c4e9d0aa16b1,GMD.4,-0.06594834975364912
4cac6d6f0016fa63c459c4e9d0aa16b1,CO.5,-0.06594834975364912
4cac6d6f0016fa63c459c4e9d0aa16b1,CO.6,-0.06594834975364912
4cac6d6f0016fa63c459c4e9d0aa16b1,MG.1,0
5adfb464337689314d03622f9f0b10c7,GMD.4,-0.19471665417023437
5adfb464337689314d03622f9f0b10c7,CO.5,-0.19471665417023437
5adfb464337689314d03622f9f0b10c7,CO.6,-0.19471665417023437
5adfb464337689314d03622f9f0b10c7,MG.1,-0.20334283272567738
63ff74c01bb9518553cbde97472cb82a,GMD.4,-0.0328937770790925
63ff74c01bb9518553cbde97472cb82a,CO.5,-0.1504420278759688
63ff74c01bb9518553cbde97472cb82a,CO.6,-0.0328937770790925
63ff74c01bb9518553cbde97472cb82a,MG.1,0.03045407310491882
7ccdfc4cbcb4802bdc2b511f8d89eee3,GMD.4,-0.18088259107877439
7ccdfc4cbcb4802bdc2b511f8d89eee3,CO.5,-0.18088259107877439
7ccdfc4cbcb4802bdc2b511f8d89eee3,CO.6,-0.18088259107877439
7ccdfc4cbcb4802bdc2b511f8d89eee3,MG.1,0
8572b2a0310a5e510f661e7817120458,GMD.4,-0.4280768400253991
8572b2a0310a5e510f661e7817120458,CO.5,-0.4280768400253991
8572b2a0310a5e510f661e7817120458,CO.6,-0.4280768400253991
8572b2a0310a5e510f661e7817120458,MG.1,0.02972281755504001
86eafa4b05f579291048d9f8e4e715fd,GMD.4,-0.9436801161573865
86eafa4b05f579291048d9f8e4e715fd,CO.5,-0.7723410471317891
86eafa4b05f579291048d9f8e4e715fd,CO.6,-0.7541234825562358
86eafa4b05f579291048d9f8e4e715fd,MG.1,-0.3413803530687742
8e27fc67618a1dcc6930342eb60c293a,GMD.4,0.2918847582639133
8e27fc67618a1dcc6930342eb60c293a,CO.5,0.33051377244540936
8e27fc67618a1dcc6930342eb60c293a,CO.6,0.31326775854231587
8e27fc67618a1dcc6930342eb60c293a,MG.1,0.12494652446682895
a86925711409ca9c76b1f1c1ef43d281,GMD.4,0.5101468207364201
a86925711409ca9c76b1f1c1ef43d281,CO.5,0.46175240455412714
a86925711409ca9c76b1f1c1ef43d281,CO.6,0.4437933905951334
a86925711409ca9c76b1f1c1ef43d281,MG.1,0.10596373128784942
b316cbf7331dbefba42e77a52c831e51,GMD.4,-0.13302930163916304
b316cbf7331dbefba42e77a52c831e51,CO.5,-0.13302930163916304
b316cbf7331dbefba42e77a52c831e51,CO.6,-0.13302930163916304
b316cbf7331dbefba42e77a52c831e51,MG.1,0
bf837b2d3b9345552bf9c7692f4ed9e9,GMD.4,-0.4958302037956334
bf837b2d3b9345552bf9c7692f4ed9e9,CO.5,-0.6420216656243952
bf837b2d3b9345552bf9c7692f4ed9e9,CO.6,-0.43254412080002586
bf837b2d3b9345552bf9c7692f4ed9e9,MG.1,-0.21822099524214864
c63e4c7092dc66e2c40ac54e40e2589d,GMD.4,0.010435734120530955
c63e4c7092dc66e2c40ac54e40e2589d,CO.5,0.11410738059381448
c63e4c7092dc66e2c40ac54e40e2589d,CO.6,0.11410738059381448
c63e4c7092dc66e2c40ac54e40e2589d,MG.1,0.03728477984319874
ce2264a639e01f4ca75a0c242fbafb09,GMD.4,-0.25154661420961183
ce2264a639e01f4ca75a0c242fbafb09,CO.5,-0.2910961806513984
ce2264a639e01f4ca75a0c242fbafb09,CO.6,-0.2910961806513984
ce2264a639e01f4ca75a0c242fbafb09,MG.1,0
d74e4aa0805fc05a35d64a50fc0e84de,GMD.4,0.05932239709008025
d74e4aa0805fc05a35d64a50fc0e84de,CO.5,0.004396859412741611
d74e4aa0805fc05a35d64a50fc0e84de,CO.6,0.05932239709008025
d74e4aa0805fc05a35d64a50fc0e84de,MG.1,0.03676054787810295
dae8f18dec37209033af50bf2bc6722d,GMD.4,0.06126542110516664
dae8f18dec37209033af50bf2bc6722d,CO.5,0.014008838697668098
dae8f18dec37209033af50bf2bc6722d,CO.6,0.06126542110516664
dae8f18dec37209033af50bf2bc6722d,MG.1,0.03504900495365334
f328f213fa502ed9b06a2f5f6ed88086,GMD.4,0.2217569365753465
f328f213fa502ed9b06a2f5f6ed88086,CO.5,0.26380354376704623
f328f213fa502ed9b06a2f5f6ed88086,CO.6,0.14234950032261712
f328f213fa502ed9b06a2f5f6ed88086,MG.1,0.03292620960712571
f335e6139464347a152729767b7c10e6,GMD.4,-0.41448555277288995
f335e6139464347a152729767b7c10e6,CO.5,-0.31246577786227425
f335e6139464347a152729767b7c10e6,CO.6,-0.31246577786227425
f335e6139464347a152729767b7c10e6,MG.1,0
f5c577edc3b46150d0cbae675ee7e459,GMD.4,0.18814559868123978
f5c577edc3b46150d0cbae675ee7e459,CO.5,0.21884087308246808
f5c577edc3b46150d0cbae675ee7e459,CO.6,0.1103394973030999
f5c577edc3b46150d0cbae675ee7e459,MG.1,0.03164270150484462
